,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90s,Ast/90s,G+A/90s,G-PK/90s,G+A-PK,xG/90s,xAG/90s,xG+xAG,npxG/90s,npxG+xAG/90s,XG-Overperformance,xAG-Overperformance
486,487,Djed Spence,ENG,DF,Tottenham,23,2000,25,19,1792,19.9,1,2,3,1,0,0,4,1,0.6,0.6,1.8,2.3,59,105,70,0.05,0.1,0.15,0.05,0.15,0.03,0.09,0.12,0.03,0.12,0.4,0.2
487,488,Jay Stansfield,ENG,MF,Fulham,21,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,489,Jason Steele,ENG,GK,Brighton,33,1990,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,490,Jack Stephens,ENG,DF,Southampton,30,1994,19,17,1389,15.4,1,0,1,1,0,0,2,2,0.6,0.6,0.2,0.7,14,63,2,0.06,0.0,0.06,0.06,0.06,0.04,0.01,0.05,0.04,0.05,0.4,-0.2
490,491,Raheem Sterling,ENG,"FW,MF",Arsenal,29,1994,17,7,499,5.5,0,2,2,0,0,0,1,0,1.4,1.4,0.5,1.9,27,18,79,0.0,0.36,0.36,0.0,0.36,0.26,0.09,0.34,0.26,0.34,-1.4,1.5
491,492,Ross Stewart,SCO,FW,Southampton,28,1996,12,4,389,4.3,1,0,1,1,0,0,1,0,1.1,1.1,0.0,1.1,3,2,10,0.23,0.0,0.23,0.23,0.23,0.25,0.0,0.25,0.25,0.25,-0.1,0.0
492,493,Jakub Stolarczyk,POL,GK,Leicester City,23,2000,10,10,900,10.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,494,John Stones,ENG,"DF,MF",Manchester City,30,1994,11,6,548,6.1,2,0,2,2,0,0,1,0,0.4,0.4,0.1,0.5,10,21,2,0.33,0.0,0.33,0.33,0.33,0.07,0.01,0.08,0.07,0.08,1.6,-0.1
494,495,Jørgen Strand Larsen,NOR,FW,Wolves,24,2000,35,30,2587,28.7,14,4,18,14,0,0,4,0,10.3,10.3,3.0,13.3,17,29,112,0.49,0.14,0.63,0.49,0.63,0.36,0.1,0.46,0.36,0.46,3.7,1.0
495,496,Yukinari Sugawara,JPN,"DF,MF",Southampton,24,2000,30,16,1557,17.3,1,1,2,1,0,0,4,0,0.5,0.5,2.2,2.7,33,72,78,0.06,0.06,0.12,0.06,0.12,0.03,0.13,0.16,0.03,0.16,0.5,-1.2
496,497,Kamaldeen Sulemana,GHA,"FW,MF",Southampton,22,2002,26,17,1402,15.6,1,1,2,1,0,0,2,0,1.5,1.5,1.0,2.5,63,27,87,0.06,0.06,0.13,0.06,0.13,0.1,0.06,0.16,0.1,0.16,-0.5,0.0
497,498,Crysencio Summerville,NED,"FW,MF",West Ham,22,2001,19,7,786,8.7,1,1,2,1,0,0,2,0,1.6,1.6,1.7,3.3,29,18,71,0.11,0.11,0.23,0.11,0.23,0.19,0.19,0.38,0.19,0.38,-0.6,-0.7
498,499,Sammie Szmodics,IRL,"FW,MF",Ipswich Town,28,1995,20,13,992,11.0,4,0,4,4,0,0,2,0,3.4,3.4,0.2,3.6,16,19,47,0.36,0.0,0.36,0.36,0.36,0.31,0.02,0.33,0.31,0.33,0.6,-0.2
499,500,Dominik Szoboszlai,HUN,MF,Liverpool,23,2000,36,29,2491,27.7,6,6,12,6,0,0,6,0,7.3,7.3,7.4,14.7,72,131,127,0.22,0.22,0.43,0.22,0.43,0.27,0.27,0.53,0.27,0.53,-1.3,-1.4
500,501,Matt Targett,ENG,DF,Newcastle Utd,28,1995,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,502,James Tarkowski,ENG,DF,Everton,31,1992,33,33,2922,32.5,1,1,2,1,0,0,6,0,1.3,1.3,2.9,4.2,9,75,3,0.03,0.03,0.06,0.03,0.06,0.04,0.09,0.13,0.04,0.13,-0.3,-1.9
502,503,Marcus Tavernier,ENG,"FW,MF",Bournemouth,25,1999,29,20,1939,21.5,3,5,8,3,0,0,6,0,5.5,5.5,4.0,9.5,53,128,129,0.14,0.23,0.37,0.14,0.37,0.25,0.19,0.44,0.25,0.44,-2.5,1.0
503,504,Charlie Taylor,ENG,DF,Southampton,30,1993,8,3,356,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,3,9,7,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.0,-0.1
504,505,Jack Taylor,IRL,MF,Ipswich Town,26,1998,32,4,860,9.6,1,0,1,1,0,0,4,0,0.7,0.7,0.5,1.3,11,43,23,0.1,0.0,0.1,0.1,0.1,0.08,0.06,0.13,0.08,0.13,0.3,-0.5
505,506,Mathys Tel,FRA,FW,Tottenham,19,2005,13,11,911,10.1,2,1,3,1,1,1,2,0,3.0,2.2,2.6,4.7,28,21,72,0.2,0.1,0.3,0.1,0.2,0.29,0.25,0.55,0.22,0.47,-1.0,-1.6
506,507,Kenny Tete,NED,DF,Fulham,28,1995,22,21,1774,19.7,0,2,2,0,0,0,5,0,1.4,1.4,0.9,2.3,34,63,54,0.0,0.1,0.1,0.0,0.1,0.07,0.05,0.12,0.07,0.12,-1.4,1.1
507,508,Thiago,BRA,"FW,MF",Brentford,23,2001,8,1,175,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,4,8,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.1,0.07,0.1,-0.1,-0.1
508,509,Luke Thomas,ENG,DF,Leicester City,23,2001,14,13,1110,12.3,0,0,0,0,0,0,3,0,0.4,0.4,0.5,0.9,5,37,16,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,-0.4,-0.5
509,510,Youri Tielemans,BEL,MF,Aston Villa,27,1997,36,35,3026,33.6,3,7,10,3,0,1,4,0,3.3,2.5,7.0,9.5,39,235,48,0.09,0.21,0.3,0.09,0.3,0.1,0.21,0.31,0.07,0.28,-0.3,0.0
510,511,Kieran Tierney,SCO,"DF,FW",Arsenal,27,1997,13,2,259,2.9,1,0,1,1,0,0,0,0,0.4,0.4,1.4,1.7,8,15,29,0.35,0.0,0.35,0.35,0.35,0.12,0.48,0.6,0.12,0.6,0.6,-1.4
511,512,Jurriën Timber,NED,DF,Arsenal,23,2001,30,27,2417,26.9,1,3,4,1,0,0,7,0,1.2,1.2,0.8,2.1,57,146,104,0.04,0.11,0.15,0.04,0.15,0.05,0.03,0.08,0.05,0.08,-0.2,2.2
512,513,Jean-Clair Todibo,FRA,DF,West Ham,24,1999,27,20,1825,20.3,0,0,0,0,0,0,3,0,0.4,0.4,0.0,0.4,9,38,5,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,-0.4,0.0
513,514,Harry Toffolo,ENG,DF,Nott'ham Forest,28,1995,4,1,137,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,4,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.0
514,515,Takehiro Tomiyasu,JPN,DF,Arsenal,25,1998,1,0,7,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,1,0,0.0,0.0,0.0,0.0,0.0,2.37,0.0,2.37,2.37,2.37,-0.2,0.0
515,516,Sandro Tonali,ITA,MF,Newcastle Utd,24,2000,36,28,2630,29.2,4,2,6,4,0,0,5,0,4.4,4.4,2.2,6.6,37,128,53,0.14,0.07,0.21,0.14,0.21,0.15,0.07,0.22,0.15,0.22,-0.4,-0.2
516,517,Pau Torres,ESP,DF,Aston Villa,27,1997,24,23,2020,22.4,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,40,97,8,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,-0.5,-0.1
517,518,Conor Townsend,ENG,DF,Ipswich Town,31,1993,6,3,335,3.7,0,1,1,0,0,0,1,0,0.0,0.0,0.7,0.7,2,8,13,0.0,0.27,0.27,0.0,0.27,0.01,0.18,0.18,0.01,0.18,0.0,0.3
518,519,Adama Traoré,ESP,"FW,MF",Fulham,28,1996,36,18,1772,19.7,2,7,9,2,0,0,3,0,4.0,4.0,4.9,8.9,100,68,161,0.1,0.36,0.46,0.1,0.46,0.2,0.25,0.45,0.2,0.45,-2.0,2.1
519,520,Boubacar Traoré,MLI,MF,Wolves,22,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,521,Mark Travers,IRL,GK,Bournemouth,25,1999,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,522,Ryan Trevitt,ENG,MF,Brentford,21,2003,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,523,Kieran Trippier,ENG,DF,Newcastle Utd,33,1990,25,14,1309,14.5,0,3,3,0,0,0,1,0,0.1,0.1,1.4,1.5,26,117,58,0.0,0.21,0.21,0.0,0.21,0.01,0.1,0.1,0.01,0.1,-0.1,1.6
523,524,Leandro Trossard,BEL,FW,Arsenal,29,1994,38,28,2546,28.3,8,7,15,8,0,0,4,1,7.2,7.2,6.1,13.3,80,101,226,0.28,0.25,0.53,0.28,0.53,0.25,0.22,0.47,0.25,0.47,0.8,0.9
524,525,Kostas Tsimikas,GRE,DF,Liverpool,28,1996,18,9,837,9.3,0,1,1,0,0,0,2,0,0.4,0.4,2.1,2.5,17,76,43,0.0,0.11,0.11,0.0,0.11,0.04,0.23,0.27,0.04,0.27,-0.4,-1.1
525,526,Axel Tuanzebe,COD,DF,Ipswich Town,26,1997,22,20,1710,19.0,0,1,1,0,0,0,5,1,0.2,0.2,0.3,0.5,10,61,15,0.0,0.05,0.05,0.0,0.05,0.01,0.02,0.03,0.01,0.03,-0.2,0.7
526,527,Destiny Udogie,ITA,DF,Tottenham,21,2002,25,24,1924,21.4,0,1,1,0,0,0,2,0,0.3,0.3,1.5,1.8,54,121,94,0.0,0.05,0.05,0.0,0.05,0.01,0.07,0.08,0.01,0.08,-0.3,-0.5
527,528,Manuel Ugarte Ribeiro,URU,MF,Manchester Utd,23,2001,29,22,1785,19.8,1,2,3,1,0,0,11,0,1.0,1.0,1.1,2.1,16,61,20,0.05,0.1,0.15,0.05,0.15,0.05,0.06,0.11,0.05,0.11,0.0,0.9
528,529,Lesley Ugochukwu,FRA,MF,Southampton,20,2004,26,18,1655,18.4,1,1,2,1,0,0,7,0,0.9,0.9,1.0,1.9,29,49,20,0.05,0.05,0.11,0.05,0.11,0.05,0.06,0.1,0.05,0.1,0.1,0.0
529,530,Enes Ünal,TUR,"FW,MF",Bournemouth,27,1997,17,2,345,3.8,2,1,3,2,0,0,2,0,2.7,2.7,0.4,3.1,4,12,22,0.52,0.26,0.78,0.52,0.78,0.72,0.1,0.82,0.72,0.82,-0.7,0.6
530,531,Virgil van Dijk,NED,DF,Liverpool,33,1991,37,37,3330,37.0,3,1,4,3,0,0,5,0,2.2,2.2,0.7,3.0,22,198,6,0.08,0.03,0.11,0.08,0.11,0.06,0.02,0.08,0.06,0.08,0.8,0.3
531,532,Jamie Vardy,ENG,FW,Leicester City,37,1987,35,35,2823,31.4,9,4,13,8,1,2,5,0,11.2,9.6,3.0,12.6,29,22,120,0.29,0.13,0.41,0.26,0.38,0.36,0.1,0.45,0.31,0.4,-2.2,1.0
532,533,Renato Veiga,POR,"DF,MF",Chelsea,21,2003,7,1,181,2.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,4,7,3,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,-0.1,0.0
533,534,Joël Veltman,NED,DF,Brighton,32,1992,21,19,1697,18.9,0,0,0,0,0,0,5,0,0.5,0.5,0.5,0.9,32,85,34,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.05,0.02,0.05,-0.5,-0.5
534,535,Micky van de Ven,NED,DF,Tottenham,23,2001,13,12,1015,11.3,0,2,2,0,0,0,4,0,0.6,0.6,1.2,1.7,8,51,1,0.0,0.18,0.18,0.0,0.18,0.05,0.1,0.15,0.05,0.15,-0.6,0.8
